date;channel;sessions;purchases;revenue;conversion_rate
31/12/2020;(data deleted) / (data deleted);122;25;2595.0;0.20491803278688525
31/12/2020;google / cpc;120;25;2595.0;0.20833333333333334
31/12/2020;<Other> / organic;91;25;2595.0;0.27472527472527475
31/12/2020;<Other> / (data deleted);1;25;2595.0;25.0
01/01/2021;google / organic;751;14;975.0;0.018641810918774968
01/01/2021;(direct) / (none);571;14;975.0;0.024518388791593695
01/01/2021;<Other> / <Other>;380;14;975.0;0.036842105263157891
01/01/2021;<Other> / referral;213;14;975.0;0.065727699530516437
01/01/2021;shop.googlemerchandisestore.com / referral;138;14;975.0;0.10144927536231885
01/01/2021;google / cpc;104;14;975.0;0.13461538461538461
01/01/2021;(data deleted) / (data deleted);88;14;975.0;0.15909090909090909
01/01/2021;<Other> / organic;64;14;975.0;0.21875
01/01/2021;<Other> / (data deleted);2;14;975.0;7.0
02/01/2021;google / organic;902;14;1026.0;0.015521064301552107
02/01/2021;(direct) / (none);642;14;1026.0;0.021806853582554516
02/01/2021;<Other> / <Other>;432;14;1026.0;0.032407407407407406
02/01/2021;<Other> / referral;283;14;1026.0;0.049469964664310952
02/01/2021;shop.googlemerchandisestore.com / referral;154;14;1026.0;0.090909090909090912
02/01/2021;google / cpc;147;14;1026.0;0.095238095238095233
02/01/2021;(data deleted) / (data deleted);102;14;1026.0;0.13725490196078433
02/01/2021;<Other> / organic;72;14;1026.0;0.19444444444444445
03/01/2021;google / organic;905;14;552.0;0.015469613259668509
03/01/2021;(direct) / (none);640;14;552.0;0.021875
03/01/2021;<Other> / <Other>;480;14;552.0;0.029166666666666667
03/01/2021;<Other> / referral;281;14;552.0;0.0498220640569395
03/01/2021;shop.googlemerchandisestore.com / referral;178;14;552.0;0.078651685393258425
03/01/2021;google / cpc;109;14;552.0;0.12844036697247707
03/01/2021;(data deleted) / (data deleted);105;14;552.0;0.13333333333333333
03/01/2021;<Other> / organic;91;14;552.0;0.15384615384615385
03/01/2021;<Other> / (data deleted);2;14;552.0;7.0
04/01/2021;google / organic;1078;16;834.0;0.014842300556586271
04/01/2021;(direct) / (none);798;16;834.0;0.020050125313283207
04/01/2021;<Other> / <Other>;514;16;834.0;0.0311284046692607
04/01/2021;<Other> / referral;327;16;834.0;0.048929663608562692
04/01/2021;shop.googlemerchandisestore.com / referral;236;16;834.0;0.067796610169491525
04/01/2021;google / cpc;165;16;834.0;0.09696969696969697
04/01/2021;(data deleted) / (data deleted);158;16;834.0;0.10126582278481013
04/01/2021;<Other> / organic;94;16;834.0;0.1702127659574468
04/01/2021;<Other> / (data deleted);3;16;834.0;5.333.333.333.333.330
05/01/2021;google / organic;1501;29;1143.0;0.019320453031312457
05/01/2021;(direct) / (none);1037;29;1143.0;0.027965284474445518
05/01/2021;<Other> / <Other>;671;29;1143.0;0.043219076005961254
05/01/2021;<Other> / referral;446;29;1143.0;0.065022421524663671
05/01/2021;shop.googlemerchandisestore.com / referral;316;29;1143.0;0.091772151898734181
05/01/2021;google / cpc;197;29;1143.0;0.14720812182741116
05/01/2021;(data deleted) / (data deleted);192;29;1143.0;0.15104166666666666
05/01/2021;<Other> / organic;133;29;1143.0;0.21804511278195488
05/01/2021;<Other> / (data deleted);2;29;1143.0;14.5
06/01/2021;google / organic;1939;31;2000.0;0.015987622485817431
06/01/2021;(direct) / (none);1417;31;2000.0;0.021877205363443897
06/01/2021;<Other> / <Other>;904;31;2000.0;0.034292035398230086
06/01/2021;<Other> / referral;573;31;2000.0;0.054101221640488653
06/01/2021;shop.googlemerchandisestore.com / referral;431;31;2000.0;0.071925754060324823
06/01/2021;(data deleted) / (data deleted);282;31;2000.0;0.1099290780141844
06/01/2021;google / cpc;261;31;2000.0;0.11877394636015326
06/01/2021;<Other> / organic;191;31;2000.0;0.16230366492146597
06/01/2021;<Other> / (data deleted);4;31;2000.0;7.75
07/01/2021;google / organic;1557;26;1452.0;0.016698779704560053
07/01/2021;(direct) / (none);1071;26;1452.0;0.024276377217553689
07/01/2021;<Other> / <Other>;682;26;1452.0;0.038123167155425221
07/01/2021;<Other> / referral;411;26;1452.0;0.063260340632603412
07/01/2021;shop.googlemerchandisestore.com / referral;342;26;1452.0;0.076023391812865493
07/01/2021;(data deleted) / (data deleted);259;26;1452.0;0.10038610038610038
07/01/2021;google / cpc;207;26;1452.0;0.12560386473429952
07/01/2021;<Other> / organic;136;26;1452.0;0.19117647058823528
07/01/2021;<Other> / (data deleted);3;26;1452.0;86.666.666.666.666.600
08/01/2021;google / organic;1347;34;1699.0;0.025241276911655532
08/01/2021;(direct) / (none);1016;34;1699.0;0.033464566929133861
08/01/2021;<Other> / <Other>;621;34;1699.0;0.054750402576489533
08/01/2021;<Other> / referral;408;34;1699.0;0.083333333333333329
08/01/2021;shop.googlemerchandisestore.com / referral;321;34;1699.0;0.1059190031152648
08/01/2021;(data deleted) / (data deleted);229;34;1699.0;0.14847161572052403
08/01/2021;google / cpc;183;34;1699.0;0.18579234972677597
08/01/2021;<Other> / organic;138;34;1699.0;0.24637681159420291
08/01/2021;<Other> / (data deleted);3;34;1699.0;11.333.333.333.333.300
09/01/2021;google / organic;1073;20;1363.0;0.018639328984156569
09/01/2021;(direct) / (none);763;20;1363.0;0.02621231979030144
09/01/2021;<Other> / <Other>;486;20;1363.0;0.0411522633744856
09/01/2021;<Other> / referral;308;20;1363.0;0.064935064935064929
09/01/2021;shop.googlemerchandisestore.com / referral;248;20;1363.0;0.080645161290322578
09/01/2021;(data deleted) / (data deleted);150;20;1363.0;0.13333333333333333
09/01/2021;google / cpc;136;20;1363.0;0.14705882352941177
09/01/2021;<Other> / organic;104;20;1363.0;0.19230769230769232
10/01/2021;google / organic;978;14;974.0;0.014314928425357873
10/01/2021;(direct) / (none);704;14;974.0;0.019886363636363636
10/01/2021;<Other> / <Other>;484;14;974.0;0.028925619834710745
10/01/2021;<Other> / referral;248;14;974.0;0.056451612903225805
10/01/2021;shop.googlemerchandisestore.com / referral;203;14;974.0;0.068965517241379309
10/01/2021;google / cpc;153;14;974.0;0.0915032679738562
10/01/2021;(data deleted) / (data deleted);131;14;974.0;0.10687022900763359
10/01/2021;<Other> / organic;100;14;974.0;0.14
10/01/2021;<Other> / (data deleted);4;14;974.0;3.5
11/01/2021;google / organic;1279;28;1496.0;0.0218921032056294
11/01/2021;(direct) / (none);904;28;1496.0;0.030973451327433628
11/01/2021;<Other> / <Other>;627;28;1496.0;0.044657097288676235
11/01/2021;<Other> / referral;377;28;1496.0;0.074270557029177717
11/01/2021;shop.googlemerchandisestore.com / referral;278;28;1496.0;0.10071942446043165
11/01/2021;(data deleted) / (data deleted);213;28;1496.0;0.13145539906103287
11/01/2021;google / cpc;163;28;1496.0;0.17177914110429449
11/01/2021;<Other> / organic;117;28;1496.0;0.23931623931623933
12/01/2021;google / organic;1492;48;2547.0;0.032171581769437
12/01/2021;(direct) / (none);1092;48;2547.0;0.043956043956043959
12/01/2021;<Other> / <Other>;723;48;2547.0;0.066390041493775934
12/01/2021;<Other> / referral;467;48;2547.0;0.10278372591006424
12/01/2021;shop.googlemerchandisestore.com / referral;347;48;2547.0;0.138328530259366
12/01/2021;(data deleted) / (data deleted);263;48;2547.0;0.18250950570342206
12/01/2021;google / cpc;202;48;2547.0;0.23762376237623761
12/01/2021;<Other> / organic;139;48;2547.0;0.34532374100719426
12/01/2021;<Other> / (data deleted);5;48;2547.0;9.6
13/01/2021;google / organic;1399;36;1858.0;0.025732666190135811
13/01/2021;(direct) / (none);1102;36;1858.0;0.032667876588021776
13/01/2021;<Other> / <Other>;688;36;1858.0;0.05232558139534884
13/01/2021;<Other> / referral;433;36;1858.0;0.083140877598152418
13/01/2021;shop.googlemerchandisestore.com / referral;334;36;1858.0;0.10778443113772455
13/01/2021;(data deleted) / (data deleted);251;36;1858.0;0.14342629482071714
13/01/2021;google / cpc;218;36;1858.0;0.16513761467889909
13/01/2021;<Other> / organic;148;36;1858.0;0.24324324324324326
13/01/2021;<Other> / (data deleted);4;36;1858.0;9.0
14/01/2021;google / organic;1377;54;3274.0;0.0392156862745098
14/01/2021;(direct) / (none);1051;54;3274.0;0.051379638439581349
14/01/2021;<Other> / <Other>;628;54;3274.0;0.08598726114649681
14/01/2021;<Other> / referral;401;54;3274.0;0.13466334164588528
14/01/2021;shop.googlemerchandisestore.com / referral;353;54;3274.0;0.15297450424929179
14/01/2021;(data deleted) / (data deleted);234;54;3274.0;0.23076923076923078
14/01/2021;google / cpc;188;54;3274.0;0.28723404255319152
14/01/2021;<Other> / organic;136;54;3274.0;0.39705882352941174
14/01/2021;<Other> / (data deleted);6;54;3274.0;9.0
15/01/2021;google / organic;1258;47;2071.0;0.037360890302066775
15/01/2021;(direct) / (none);950;47;2071.0;0.049473684210526316
15/01/2021;<Other> / <Other>;596;47;2071.0;0.078859060402684561
15/01/2021;<Other> / referral;386;47;2071.0;0.12176165803108809
15/01/2021;shop.googlemerchandisestore.com / referral;275;47;2071.0;0.1709090909090909
15/01/2021;(data deleted) / (data deleted);205;47;2071.0;0.22926829268292684
15/01/2021;google / cpc;161;47;2071.0;0.29192546583850931
15/01/2021;<Other> / organic;108;47;2071.0;0.43518518518518517
15/01/2021;<Other> / (data deleted);2;47;2071.0;23.5
16/01/2021;google / organic;1008;27;1461.0;0.026785714285714284
16/01/2021;(direct) / (none);776;27;1461.0;0.034793814432989692
16/01/2021;<Other> / <Other>;487;27;1461.0;0.055441478439425054
16/01/2021;<Other> / referral;336;27;1461.0;0.080357142857142863
16/01/2021;shop.googlemerchandisestore.com / referral;221;27;1461.0;0.12217194570135746
16/01/2021;(data deleted) / (data deleted);139;27;1461.0;0.19424460431654678
16/01/2021;google / cpc;117;27;1461.0;0.23076923076923078
16/01/2021;<Other> / organic;96;27;1461.0;0.28125
16/01/2021;<Other> / (data deleted);3;27;1461.0;9.0
17/01/2021;google / organic;1013;14;481.0;0.013820335636722606
17/01/2021;(direct) / (none);692;14;481.0;0.02023121387283237
17/01/2021;<Other> / <Other>;441;14;481.0;0.031746031746031744
17/01/2021;<Other> / referral;291;14;481.0;0.048109965635738834
17/01/2021;shop.googlemerchandisestore.com / referral;196;14;481.0;0.071428571428571425
17/01/2021;(data deleted) / (data deleted);148;14;481.0;0.0945945945945946
17/01/2021;google / cpc;130;14;481.0;0.1076923076923077
17/01/2021;<Other> / organic;80;14;481.0;0.175
18/01/2021;google / organic;1196;19;1223.0;0.01588628762541806
18/01/2021;(direct) / (none);822;19;1223.0;0.023114355231143552
18/01/2021;<Other> / <Other>;570;19;1223.0;0.033333333333333333
18/01/2021;<Other> / referral;317;19;1223.0;0.05993690851735016
18/01/2021;shop.googlemerchandisestore.com / referral;280;19;1223.0;0.067857142857142852
18/01/2021;(data deleted) / (data deleted);187;19;1223.0;0.10160427807486631
18/01/2021;google / cpc;157;19;1223.0;0.12101910828025478
18/01/2021;<Other> / organic;85;19;1223.0;0.22352941176470589
18/01/2021;<Other> / (data deleted);2;19;1223.0;9.5
19/01/2021;google / organic;1320;49;3756.0;0.037121212121212124
19/01/2021;(direct) / (none);956;49;3756.0;0.051255230125523014
19/01/2021;<Other> / <Other>;604;49;3756.0;0.081125827814569534
19/01/2021;<Other> / referral;383;49;3756.0;0.12793733681462141
19/01/2021;shop.googlemerchandisestore.com / referral;376;49;3756.0;0.13031914893617022
19/01/2021;(data deleted) / (data deleted);230;49;3756.0;0.21304347826086956
19/01/2021;google / cpc;177;49;3756.0;0.2768361581920904
19/01/2021;<Other> / organic;142;49;3756.0;0.34507042253521125
19/01/2021;<Other> / (data deleted);2;49;3756.0;24.5
20/01/2021;google / organic;1508;96;6706.0;0.0636604774535809
20/01/2021;(direct) / (none);1119;96;6706.0;0.085790884718498661
20/01/2021;<Other> / <Other>;710;96;6706.0;0.13521126760563379
20/01/2021;<Other> / referral;470;96;6706.0;0.20425531914893616
20/01/2021;shop.googlemerchandisestore.com / referral;366;96;6706.0;0.26229508196721313
20/01/2021;(data deleted) / (data deleted);295;96;6706.0;0.3254237288135593
20/01/2021;google / cpc;199;96;6706.0;0.48241206030150752
20/01/2021;<Other> / organic;146;96;6706.0;0.65753424657534243
20/01/2021;<Other> / (data deleted);5;96;6706.0;19.2
21/01/2021;google / organic;1468;52;4206.0;0.035422343324250684
21/01/2021;(direct) / (none);1065;52;4206.0;0.048826291079812206
21/01/2021;<Other> / <Other>;694;52;4206.0;0.07492795389048991
21/01/2021;<Other> / referral;459;52;4206.0;0.11328976034858387
21/01/2021;shop.googlemerchandisestore.com / referral;371;52;4206.0;0.14016172506738545
21/01/2021;(data deleted) / (data deleted);273;52;4206.0;0.19047619047619047
21/01/2021;google / cpc;225;52;4206.0;0.2311111111111111
21/01/2021;<Other> / organic;138;52;4206.0;0.37681159420289856
21/01/2021;<Other> / (data deleted);4;52;4206.0;13.0
22/01/2021;google / organic;1233;100;5552.0;0.08110300081103
22/01/2021;(direct) / (none);960;100;5552.0;0.10416666666666667
22/01/2021;<Other> / <Other>;583;100;5552.0;0.17152658662092624
22/01/2021;<Other> / referral;410;100;5552.0;0.24390243902439024
22/01/2021;shop.googlemerchandisestore.com / referral;346;100;5552.0;0.28901734104046245
22/01/2021;(data deleted) / (data deleted);240;100;5552.0;0.41666666666666669
22/01/2021;google / cpc;199;100;5552.0;0.50251256281407031
22/01/2021;<Other> / organic;125;100;5552.0;0.8
22/01/2021;<Other> / (data deleted);5;100;5552.0;20.0
23/01/2021;google / organic;957;43;2747.0;0.044932079414838039
23/01/2021;(direct) / (none);730;43;2747.0;0.0589041095890411
23/01/2021;<Other> / <Other>;507;43;2747.0;0.084812623274161739
23/01/2021;<Other> / referral;295;43;2747.0;0.14576271186440679
23/01/2021;shop.googlemerchandisestore.com / referral;258;43;2747.0;0.16666666666666666
23/01/2021;(data deleted) / (data deleted);158;43;2747.0;0.27215189873417722
23/01/2021;google / cpc;147;43;2747.0;0.29251700680272108
23/01/2021;<Other> / organic;89;43;2747.0;0.48314606741573035
23/01/2021;<Other> / (data deleted);3;43;2747.0;14.333.333.333.333.300
24/01/2021;google / organic;937;36;2408.0;0.0384204909284952
24/01/2021;(direct) / (none);698;36;2408.0;0.051575931232091692
24/01/2021;<Other> / <Other>;427;36;2408.0;0.084309133489461355
24/01/2021;<Other> / referral;299;36;2408.0;0.12040133779264214
24/01/2021;shop.googlemerchandisestore.com / referral;237;36;2408.0;0.15189873417721519
24/01/2021;(data deleted) / (data deleted);149;36;2408.0;0.24161073825503357
24/01/2021;google / cpc;144;36;2408.0;0.25
24/01/2021;<Other> / organic;83;36;2408.0;0.43373493975903615
24/01/2021;<Other> / (data deleted);3;36;2408.0;12.0
25/01/2021;google / organic;1261;61;3353.0;0.048374306106264871
25/01/2021;(direct) / (none);894;61;3353.0;0.068232662192393739
25/01/2021;<Other> / <Other>;586;61;3353.0;0.10409556313993173
25/01/2021;<Other> / referral;355;61;3353.0;0.17183098591549295
25/01/2021;shop.googlemerchandisestore.com / referral;308;61;3353.0;0.19805194805194806
25/01/2021;(data deleted) / (data deleted);228;61;3353.0;0.26754385964912281
25/01/2021;google / cpc;175;61;3353.0;0.34857142857142859
25/01/2021;<Other> / organic;110;61;3353.0;0.55454545454545456
25/01/2021;<Other> / (data deleted);2;61;3353.0;30.5
26/01/2021;google / organic;1290;55;1259.0;0.042635658914728682
26/01/2021;(direct) / (none);905;55;1259.0;0.060773480662983423
26/01/2021;<Other> / <Other>;600;55;1259.0;0.09166666666666666
26/01/2021;<Other> / referral;386;55;1259.0;0.14248704663212436
26/01/2021;shop.googlemerchandisestore.com / referral;327;55;1259.0;0.16819571865443425
26/01/2021;(data deleted) / (data deleted);276;55;1259.0;0.19927536231884058
26/01/2021;google / cpc;192;55;1259.0;0.28645833333333331
26/01/2021;<Other> / organic;118;55;1259.0;0.46610169491525422
26/01/2021;<Other> / (data deleted);5;55;1259.0;11.0
27/01/2021;google / organic;1432;54;457.0;0.037709497206703912
27/01/2021;(direct) / (none);1020;54;457.0;0.052941176470588235
27/01/2021;<Other> / <Other>;631;54;457.0;0.085578446909667191
27/01/2021;<Other> / referral;457;54;457.0;0.11816192560175055
27/01/2021;shop.googlemerchandisestore.com / referral;388;54;457.0;0.13917525773195877
27/01/2021;(data deleted) / (data deleted);351;54;457.0;0.15384615384615385
27/01/2021;google / cpc;183;54;457.0;0.29508196721311475
27/01/2021;<Other> / organic;136;54;457.0;0.39705882352941174
27/01/2021;<Other> / (data deleted);8;54;457.0;6.75
28/01/2021;google / organic;1245;69;128.0;0.055421686746987948
28/01/2021;(direct) / (none);1021;69;128.0;0.067580803134182174
28/01/2021;<Other> / <Other>;599;69;128.0;0.11519198664440734
28/01/2021;<Other> / referral;415;69;128.0;0.16626506024096385
28/01/2021;shop.googlemerchandisestore.com / referral;373;69;128.0;0.18498659517426275
28/01/2021;(data deleted) / (data deleted);278;69;128.0;0.24820143884892087
28/01/2021;google / cpc;172;69;128.0;0.40116279069767441
28/01/2021;<Other> / organic;120;69;128.0;0.575
28/01/2021;<Other> / (data deleted);5;69;128.0;13.8
29/01/2021;google / organic;1194;54;190.0;0.045226130653266333
29/01/2021;(direct) / (none);895;54;190.0;0.060335195530726256
29/01/2021;<Other> / <Other>;540;54;190.0;0.1
29/01/2021;<Other> / referral;357;54;190.0;0.15126050420168066
29/01/2021;shop.googlemerchandisestore.com / referral;293;54;190.0;0.18430034129692832
29/01/2021;(data deleted) / (data deleted);235;54;190.0;0.22978723404255319
29/01/2021;google / cpc;158;54;190.0;0.34177215189873417
29/01/2021;<Other> / organic;125;54;190.0;0.432
29/01/2021;<Other> / (data deleted);2;54;190.0;27.0
30/01/2021;google / organic;882;31;159.0;0.035147392290249435
30/01/2021;(direct) / (none);691;31;159.0;0.044862518089725037
30/01/2021;<Other> / <Other>;416;31;159.0;0.074519230769230768
30/01/2021;<Other> / referral;289;31;159.0;0.10726643598615918
30/01/2021;shop.googlemerchandisestore.com / referral;229;31;159.0;0.13537117903930132
30/01/2021;(data deleted) / (data deleted);173;31;159.0;0.1791907514450867
30/01/2021;google / cpc;129;31;159.0;0.24031007751937986
30/01/2021;<Other> / organic;96;31;159.0;0.32291666666666669
30/01/2021;<Other> / (data deleted);3;31;159.0;10.333.333.333.333.300
31/01/2021;google / organic;910;19;0.0;0.020879120879120878
31/01/2021;(direct) / (none);648;19;0.0;0.029320987654320986
31/01/2021;<Other> / <Other>;408;19;0.0;0.046568627450980393
31/01/2021;<Other> / referral;265;19;0.0;0.071698113207547168
31/01/2021;shop.googlemerchandisestore.com / referral;230;19;0.0;0.082608695652173908
31/01/2021;(data deleted) / (data deleted);164;19;0.0;0.11585365853658537
31/01/2021;google / cpc;154;19;0.0;0.12337662337662338
31/01/2021;<Other> / organic;67;19;0.0;0.28358208955223879
31/01/2021;<Other> / (data deleted);3;19;0.0;6.333.333.333.333.330
